transaction_id,user_id,amount,merchant,location,timestamp,card_last4
TXN000122,USER02141,452.62,Best Buy,"Phoenix, AZ",2024-02-14T23:26:00,1346
TXN000123,USER01769,393.06,Costco,"San Jose, CA",2024-09-10T03:27:00,4353
TXN000124,USER03433,163.05,Shell Gas,"Philadelphia, PA",2024-10-03T00:14:00,5593
TXN000125,USER04127,362.67,Best Buy,"San Diego, CA",2024-10-13T09:26:00,1875
TXN000126,USER01887,368.03,Walmart,"Houston, TX",2024-10-20T14:30:00,7955
TXN000127,USER04322,303.59,Apple Store,"Los Angeles, CA",2024-09-18T00:51:00,3423
TXN000128,USER02331,204.0,Amazon,"Los Angeles, CA",2024-06-15T00:20:00,0026
TXN000129,USER02704,277.11,Starbucks,"Chicago, IL",2024-06-01T01:32:00,3317
TXN000130,USER01017,259.66,Walmart,"Dallas, TX",2024-09-16T13:41:00,0434
TXN000131,USER02530,93.28,Shell Gas,"San Antonio, TX",2024-05-04T08:56:00,4242
TXN000132,USER01364,115.12,Costco,"Phoenix, AZ",2024-03-11T10:06:00,8326
TXN000133,USER02383,9348.1,Casino Vegas,"Shanghai, China",2024-03-25T17:59:00,5136
TXN000134,USER01424,113.46,Home Depot,"Phoenix, AZ",2024-05-30T02:31:00,2681
TXN000135,USER02650,379.65,Home Depot,"San Antonio, TX",2024-03-29T14:55:00,3344
TXN000136,USER03248,321.97,Walmart,"San Antonio, TX",2024-07-11T07:35:00,6219
TXN000137,USER04504,37339.66,High End Electronics,"Dubai, UAE",2024-01-22T08:05:00,7787
TXN000138,USER02229,463.64,Walmart,"Los Angeles, CA",2024-01-17T15:45:00,0192
TXN000139,USER03319,207.16,Target,"Houston, TX",2024-05-01T13:14:00,6524
TXN000140,USER04806,37.04,McDonald's,"San Antonio, TX",2024-09-16T03:30:00,9304
TXN000141,USER00722,103.24,Home Depot,"Los Angeles, CA",2024-09-30T05:21:00,2311
TXN000142,USER03241,288.0,Costco,"Philadelphia, PA",2024-08-15T01:21:00,2624
TXN000143,USER04756,234.85,Costco,"Chicago, IL",2024-04-14T09:59:00,1455
TXN000144,USER03832,201.2,Amazon,"San Antonio, TX",2024-01-06T19:27:00,7409
TXN000145,USER00111,1362.12,Costco,"New York, NY",2024-05-13T15:18:00,4074
TXN000146,USER02574,265.22,Amazon,"Los Angeles, CA",2024-09-23T03:45:00,3506
TXN000147,USER00418,336.88,Apple Store,"San Diego, CA",2024-04-27T16:43:00,7823
TXN000148,USER01488,386.13,Shell Gas,"Dallas, TX",2024-06-26T14:04:00,7852
TXN000149,USER04439,133.29,McDonald's,"New York, NY",2024-02-25T13:28:00,3154
TXN000150,USER03761,82.29,Costco,"San Diego, CA",2024-02-06T03:06:00,3077
TXN000151,USER01211,59.85,Amazon,"Houston, TX",2024-07-29T09:45:00,8812
TXN000152,USER04265,4158.64,Shell Gas,"New York, NY",2024-05-07T19:12:00,0991
TXN000153,USER03998,12.79,Apple Store,"New York, NY",2024-08-04T15:39:00,5089
TXN000154,USER00928,382.58,Starbucks,"Philadelphia, PA",2024-08-07T14:45:00,4128
TXN000155,USER02637,488.87,Amazon,"Dallas, TX",2024-04-19T02:47:00,1268
TXN000156,USER04750,84.53,Starbucks,"Houston, TX",2024-09-30T14:22:00,6696
TXN000157,USER00940,291.22,Home Depot,"New York, NY",2024-01-10T19:25:00,5775
TXN000158,USER03203,4287.27,McDonald's,"San Diego, CA",2024-01-24T08:32:00,9476
TXN000159,USER04207,383.72,Walmart,"San Jose, CA",2024-06-13T14:09:00,1848
TXN000160,USER00859,143.58,Costco,"Dallas, TX",2024-08-07T23:45:00,4690
TXN000161,USER01309,17446.12,Luxury Jewelry Co,"Lagos, Nigeria",2024-05-22T11:55:00,8313
TXN000162,USER02649,146.06,Starbucks,"Philadelphia, PA",2024-02-02T20:11:00,4169
TXN000163,USER03679,107.39,Walmart,"Philadelphia, PA",2024-10-15T00:54:00,2743
TXN000164,USER02864,460.18,Best Buy,"Dallas, TX",2024-08-17T00:44:00,3051
TXN000165,USER03706,301.0,Home Depot,"Phoenix, AZ",2024-04-17T08:41:00,0050
TXN000166,USER02501,26454.98,Crypto Exchange,Unknown Location,2024-08-15T17:08:00,0672
TXN000167,USER02980,280.08,Apple Store,"Chicago, IL",2024-09-05T14:54:00,0281
TXN000168,USER03526,194.63,Home Depot,"Chicago, IL",2024-10-19T08:18:00,0897
TXN000169,USER03507,167.58,Walmart,"San Diego, CA",2024-03-23T16:19:00,5559
TXN000170,USER03718,342.96,Target,"Chicago, IL",2024-02-28T17:29:00,7660
TXN000171,USER00226,341.33,Target,"San Antonio, TX",2024-08-08T22:21:00,9321
TXN000172,USER01421,471.32,Apple Store,"San Diego, CA",2024-06-08T06:00:00,4149
TXN000173,USER02088,25.07,Starbucks,"San Jose, CA",2024-09-30T09:17:00,3309
TXN000174,USER02870,327.82,Shell Gas,"San Antonio, TX",2024-03-24T01:54:00,9059
TXN000175,USER00888,271.12,Walmart,"Phoenix, AZ",2024-08-02T03:59:00,1345
TXN000176,USER04202,490.88,Costco,"New York, NY",2024-02-07T15:57:00,1107
TXN000177,USER02419,172.53,Best Buy,"Dallas, TX",2024-03-03T17:00:00,8631
TXN000178,USER04302,387.41,Walmart,"San Antonio, TX",2024-01-31T01:47:00,1383
TXN000179,USER00537,17.51,Apple Store,"Houston, TX",2024-10-10T07:00:00,7492
TXN000180,USER03135,435.74,Home Depot,"Los Angeles, CA",2024-01-09T13:23:00,9526
TXN000181,USER01918,166.12,Shell Gas,"Philadelphia, PA",2024-03-31T16:30:00,2577
TXN000182,USER00258,4702.93,Apple Store,"Los Angeles, CA",2024-09-17T16:31:00,0903
TXN000183,USER01097,5842.97,Luxury Jewelry Co,"Mumbai, India",2024-10-06T08:17:00,9248
TXN000184,USER04680,412.94,Walmart,"New York, NY",2024-06-14T22:04:00,0220
TXN000185,USER04837,43502.01,High End Electronics,"Dubai, UAE",2024-05-06T05:31:00,4942
TXN000186,USER04209,483.57,Costco,"Phoenix, AZ",2024-04-06T15:27:00,9002
TXN000187,USER00061,281.72,Best Buy,"Dallas, TX",2024-02-10T12:28:00,8061
TXN000188,USER04923,446.63,McDonald's,"Phoenix, AZ",2024-09-01T08:38:00,4642
TXN000189,USER01942,8564.63,International Wire Transfer,"Mumbai, India",2024-05-25T16:00:00,0562
TXN000190,USER03093,173.77,Amazon,"Philadelphia, PA",2024-06-30T21:21:00,6106
TXN000191,USER00886,462.58,Amazon,"San Antonio, TX",2024-05-21T06:54:00,5366
TXN000192,USER04701,172.83,Target,"San Jose, CA",2024-10-15T00:39:00,5000
TXN000193,USER03741,9333.6,High End Electronics,"San Jose, CA",2024-07-09T06:27:00,4260
TXN000194,USER03508,11364.18,Crypto Exchange,Unknown Location,2024-01-16T01:36:00,1594
TXN000195,USER02952,210.11,Best Buy,"Los Angeles, CA",2024-04-19T00:08:00,9869
TXN000196,USER01492,180.37,Walmart,"Dallas, TX",2024-04-12T18:34:00,2410
TXN000197,USER01792,90.59,Starbucks,"Phoenix, AZ",2024-03-05T12:57:00,4460
TXN000198,USER02897,235.01,Best Buy,"Chicago, IL",2024-06-12T11:28:00,0462
TXN000199,USER02978,395.87,Home Depot,"Phoenix, AZ",2024-08-13T07:19:00,6159
TXN000200,USER03328,6.12,Shell Gas,"Houston, TX",2024-08-23T08:49:00,8329
TXN000201,USER00049,51.56,Starbucks,"San Jose, CA",2024-05-16T04:40:00,1821
TXN000202,USER02130,203.17,Apple Store,"New York, NY",2024-08-01T21:06:00,7934
TXN000203,USER01403,382.5,McDonald's,"New York, NY",2024-05-03T00:46:00,7578
TXN000204,USER03900,482.74,Apple Store,"Houston, TX",2024-06-28T17:53:00,9579
TXN000205,USER04842,404.65,Home Depot,"Los Angeles, CA",2024-10-01T11:16:00,7238
TXN000206,USER04758,5420.58,Luxury Jewelry Co,"Dallas, TX",2024-03-09T22:35:00,1628
TXN000207,USER04813,276.65,Home Depot,"Phoenix, AZ",2024-05-18T11:51:00,7696
TXN000208,USER04571,157.57,Amazon,"Philadelphia, PA",2024-09-22T10:36:00,8800
TXN000209,USER01371,248.5,Walmart,"San Jose, CA",2024-09-28T18:06:00,9859
TXN000210,USER02123,146.52,Home Depot,"Dallas, TX",2024-09-24T02:48:00,1276
TXN000211,USER00199,10.03,Best Buy,"Phoenix, AZ",2024-05-31T09:05:00,0400
TXN000212,USER01998,205.48,Target,"San Jose, CA",2024-05-21T09:05:00,2172
TXN000213,USER01598,24327.49,Casino Vegas,"Lagos, Nigeria",2024-08-24T03:04:00,5516
TXN000214,USER02668,405.89,Home Depot,"Houston, TX",2024-03-22T09:38:00,8476
TXN000215,USER02935,77.26,Amazon,"Dallas, TX",2024-02-02T02:38:00,3844
TXN000216,USER04128,174.08,Home Depot,"Houston, TX",2024-06-26T23:10:00,6828
TXN000217,USER02924,346.66,Costco,"Dallas, TX",2024-01-12T00:14:00,8414
TXN000218,USER00918,151.76,Costco,"Philadelphia, PA",2024-01-23T06:10:00,4038
TXN000219,USER02891,210.24,McDonald's,"Chicago, IL",2024-02-22T14:03:00,8757
TXN000220,USER00998,317.21,Amazon,"Chicago, IL",2024-03-03T22:43:00,9160
TXN000221,USER01903,45.66,Target,"San Jose, CA",2024-02-14T14:46:00,5873
TXN000222,USER04638,1023.73,Luxury Jewelry Co,"San Diego, CA",2024-08-18T19:47:00,6264
TXN000223,USER04469,94.78,Walmart,"San Antonio, TX",2024-06-02T00:47:00,8008
TXN000224,USER03571,277.22,Best Buy,"Philadelphia, PA",2024-10-25T09:57:00,5209
TXN000225,USER02263,164.1,Target,"Phoenix, AZ",2024-01-14T05:04:00,4466
TXN000226,USER04242,191.5,Best Buy,"New York, NY",2024-02-15T23:02:00,0076
TXN000227,USER03448,5150.43,High End Electronics,"San Jose, CA",2024-02-15T17:43:00,8506
TXN000228,USER02522,334.19,Home Depot,"San Jose, CA",2024-03-06T13:02:00,4878
TXN000229,USER03223,166.33,Best Buy,"San Jose, CA",2024-03-23T21:01:00,2165
TXN000230,USER04771,45.33,McDonald's,"Los Angeles, CA",2024-05-15T11:55:00,5531
TXN000231,USER00103,8250.47,Shell Gas,"Shanghai, China",2024-06-16T18:16:00,4888
TXN000232,USER04680,289.34,Starbucks,"Houston, TX",2024-05-22T02:25:00,6065
TXN000233,USER01118,466.01,McDonald's,"Philadelphia, PA",2024-10-11T14:51:00,3328
TXN000234,USER03400,243.27,Target,"Chicago, IL",2024-07-27T04:01:00,9178
TXN000235,USER01911,430.43,Walmart,"Los Angeles, CA",2024-01-03T07:53:00,7047
TXN000236,USER04416,212.55,Amazon,"San Antonio, TX",2024-10-15T08:57:00,3118
TXN000237,USER03979,188.04,Walmart,"Houston, TX",2024-08-09T11:37:00,3125
TXN000238,USER03662,273.72,Home Depot,"Dallas, TX",2024-08-04T07:22:00,5841
TXN000239,USER00133,439.07,Home Depot,"San Jose, CA",2024-09-16T13:19:00,4751
TXN000240,USER00722,255.97,Target,"Phoenix, AZ",2024-10-22T10:13:00,8879
TXN000241,USER03527,7954.78,Casino Vegas,Unknown Location,2024-02-19T22:16:00,3627
TXN000242,USER02817,27.19,Target,"San Antonio, TX",2024-01-17T13:45:00,4351
TXN000243,USER01776,154.85,Home Depot,"New York, NY",2024-01-22T11:56:00,5873
TXN000244,USER04461,4372.44,Apple Store,"San Jose, CA",2024-07-31T09:14:00,0722
TXN000245,USER02808,318.16,Shell Gas,"Houston, TX",2024-09-14T03:29:00,5879
TXN000246,USER01011,136.76,Target,"Chicago, IL",2024-02-19T15:36:00,6076
TXN000247,USER00011,397.35,Target,"Los Angeles, CA",2024-09-14T23:08:00,8258
TXN000248,USER01883,70.22,Apple Store,"San Diego, CA",2024-09-22T22:50:00,5718
TXN000249,USER02304,94.98,McDonald's,"Houston, TX",2024-05-10T02:51:00,9957
TXN000250,USER00926,244.04,Home Depot,"Chicago, IL",2024-05-05T15:26:00,2375
TXN000251,USER02812,497.59,Starbucks,"San Diego, CA",2024-09-16T20:46:00,4834
TXN000252,USER00974,341.37,Shell Gas,"Los Angeles, CA",2024-01-19T04:55:00,1773
TXN000253,USER01407,317.17,Amazon,"Chicago, IL",2024-05-12T15:42:00,9847
TXN000254,USER00545,251.02,Home Depot,"New York, NY",2024-06-27T23:24:00,6725
TXN000255,USER01867,294.99,Costco,"Chicago, IL",2024-07-12T23:02:00,8895
TXN000256,USER03876,188.98,Best Buy,"Philadelphia, PA",2024-03-31T11:40:00,4990
TXN000257,USER00446,18850.65,Luxury Jewelry Co,"Mumbai, India",2024-04-06T23:14:00,9338
TXN000258,USER01962,334.7,Starbucks,"Houston, TX",2024-06-06T12:20:00,1918
TXN000259,USER02036,227.32,Shell Gas,"New York, NY",2024-08-15T01:18:00,5041
TXN000260,USER04833,153.15,Target,"San Diego, CA",2024-04-10T15:09:00,5041
TXN000261,USER03139,468.68,McDonald's,"New York, NY",2024-03-22T11:50:00,3246
TXN000262,USER00308,126.24,Target,"Chicago, IL",2024-09-07T08:27:00,4164
TXN000263,USER04273,445.29,Home Depot,"Houston, TX",2024-07-08T07:17:00,3259
TXN000264,USER04620,469.06,Shell Gas,"Houston, TX",2024-03-18T10:37:00,7940
TXN000265,USER01615,421.77,Best Buy,"Phoenix, AZ",2024-04-15T04:52:00,6343
TXN000266,USER04122,294.93,Target,"Los Angeles, CA",2024-03-26T07:38:00,0498
TXN000267,USER03206,115.17,McDonald's,"Chicago, IL",2024-06-26T14:12:00,9284
TXN000268,USER02147,97.98,Starbucks,"San Antonio, TX",2024-05-10T03:31:00,9409
TXN000269,USER04241,228.16,Costco,"Philadelphia, PA",2024-05-25T14:35:00,7965
TXN000270,USER04362,7.86,Amazon,"San Antonio, TX",2024-07-02T16:54:00,7740
TXN000271,USER04796,305.02,Home Depot,"Los Angeles, CA",2024-07-23T08:33:00,5582
TXN000272,USER04240,447.63,Costco,"San Jose, CA",2024-08-31T06:45:00,3212
TXN000273,USER03001,260.51,Walmart,"Los Angeles, CA",2024-05-11T16:00:00,4872
TXN000274,USER03573,262.01,McDonald's,"Houston, TX",2024-10-19T00:32:00,4786
TXN000275,USER02722,488.93,Apple Store,"San Antonio, TX",2024-05-10T06:04:00,7213
TXN000276,USER01359,223.16,Walmart,"Phoenix, AZ",2024-09-19T13:44:00,3897
TXN000277,USER02619,113.38,Home Depot,"Philadelphia, PA",2024-01-18T15:22:00,7246
TXN000278,USER01373,334.67,Walmart,"Houston, TX",2024-04-09T07:00:00,9454
TXN000279,USER02414,334.86,Amazon,"San Antonio, TX",2024-02-27T09:28:00,3061
TXN000280,USER01215,40.27,Target,"New York, NY",2024-02-26T04:20:00,2733
TXN000281,USER00883,481.67,Apple Store,"San Antonio, TX",2024-01-19T01:49:00,1477
TXN000282,USER03944,306.01,Best Buy,"San Diego, CA",2024-01-22T07:45:00,0372
TXN000283,USER00032,327.8,Costco,"Houston, TX",2024-05-31T17:17:00,4437
TXN000284,USER01323,263.84,Starbucks,"Phoenix, AZ",2024-01-13T22:48:00,0404
TXN000285,USER01280,147.3,McDonald's,"San Jose, CA",2024-04-10T16:51:00,2040
TXN000286,USER00840,3205.0,Starbucks,"Lagos, Nigeria",2024-06-06T07:03:00,1793
TXN000287,USER03394,2885.52,Shell Gas,"San Diego, CA",2024-10-17T15:22:00,4912
TXN000288,USER01010,468.11,Walmart,"San Diego, CA",2024-05-20T09:34:00,1731
TXN000289,USER02532,421.83,Target,"San Antonio, TX",2024-07-25T13:45:00,1835
TXN000290,USER04795,113.78,Costco,"San Antonio, TX",2024-06-26T07:18:00,7203
TXN000291,USER00214,226.74,Shell Gas,"New York, NY",2024-05-05T05:25:00,0981
TXN000292,USER04718,50.93,Amazon,"San Jose, CA",2024-04-19T13:21:00,1660
TXN000293,USER03522,187.35,Starbucks,"Los Angeles, CA",2024-05-09T21:53:00,3618
TXN000294,USER00331,137.58,Shell Gas,"Phoenix, AZ",2024-09-27T18:32:00,0964
TXN000295,USER01551,164.2,McDonald's,"Houston, TX",2024-07-10T00:35:00,9334
TXN000296,USER01127,160.69,Starbucks,"Los Angeles, CA",2024-02-01T01:05:00,6006
TXN000297,USER02985,91.58,Amazon,"San Jose, CA",2024-10-09T20:28:00,9481
TXN000298,USER00893,388.94,Shell Gas,"San Antonio, TX",2024-04-12T02:57:00,0812
TXN000299,USER00431,248.71,Target,"San Diego, CA",2024-02-27T09:30:00,7278
TXN000300,USER01497,181.19,Apple Store,"Dallas, TX",2024-01-29T19:09:00,6007
TXN000301,USER04825,192.13,McDonald's,"San Diego, CA",2024-05-07T23:24:00,6175
TXN000302,USER00928,499.16,Amazon,"Philadelphia, PA",2024-03-08T19:53:00,8636
